,date,day,month,year,value
528,11/12/2015,11,12,2015,9.7678
529,12/12/2015,12,12,2015,9.7678
530,13/12/2015,13,12,2015,9.7678
531,14/12/2015,14,12,2015,9.7717
532,15/12/2015,15,12,2015,9.7816
533,16/12/2015,16,12,2015,9.8164
534,17/12/2015,17,12,2015,13.3085
535,18/12/2015,18,12,2015,13.1314
536,19/12/2015,19,12,2015,13.1314
537,20/12/2015,20,12,2015,13.1314
538,21/12/2015,21,12,2015,12.7949
539,22/12/2015,22,12,2015,12.942
540,23/12/2015,23,12,2015,12.9719
541,24/12/2015,24,12,2015,13.2255
542,25/12/2015,25,12,2015,13.2208
543,26/12/2015,26,12,2015,13.2208
544,27/12/2015,27,12,2015,13.2208
545,28/12/2015,28,12,2015,12.9569
546,29/12/2015,29,12,2015,12.938
547,30/12/2015,30,12,2015,12.9605
548,31/12/2015,31,12,2015,12.9399
549,01/01/2016,1,1,2016,12.9299
550,02/01/2016,2,1,2016,12.9299
551,03/01/2016,3,1,2016,12.9299
552,04/01/2016,4,1,2016,13.1895
553,05/01/2016,5,1,2016,13.6334
554,06/01/2016,6,1,2016,13.8476
555,07/01/2016,7,1,2016,13.888
556,08/01/2016,8,1,2016,13.88
557,09/01/2016,9,1,2016,13.88
558,10/01/2016,10,1,2016,13.88
559,11/01/2016,11,1,2016,13.6965
560,12/01/2016,12,1,2016,13.486
561,13/01/2016,13,1,2016,13.5375
562,14/01/2016,14,1,2016,13.2464
563,15/01/2016,15,1,2016,13.4221
564,16/01/2016,16,1,2016,13.4221
565,17/01/2016,17,1,2016,13.4221
566,18/01/2016,18,1,2016,13.5235
567,19/01/2016,19,1,2016,13.471
568,20/01/2016,20,1,2016,13.425
569,21/01/2016,21,1,2016,13.516
570,22/01/2016,22,1,2016,13.701
571,23/01/2016,23,1,2016,13.701
572,24/01/2016,24,1,2016,13.701
573,25/01/2016,25,1,2016,13.755
574,26/01/2016,26,1,2016,13.8215
575,27/01/2016,27,1,2016,13.839
576,28/01/2016,28,1,2016,13.83
577,29/01/2016,29,1,2016,13.891
578,30/01/2016,30,1,2016,13.891
579,31/01/2016,31,1,2016,13.891
580,01/02/2016,1,2,2016,14.1019
581,02/02/2016,2,2,2016,14.1159
582,03/02/2016,3,2,2016,14.146
583,04/02/2016,4,2,2016,14.161
584,05/02/2016,5,2,2016,14.36
585,06/02/2016,6,2,2016,14.36
586,07/02/2016,7,2,2016,14.36
587,08/02/2016,8,2,2016,14.279
588,09/02/2016,9,2,2016,14.3605
589,10/02/2016,10,2,2016,14.495
590,11/02/2016,11,2,2016,14.5709
591,12/02/2016,12,2,2016,14.785
592,13/02/2016,13,2,2016,14.785
593,14/02/2016,14,2,2016,14.785
594,15/02/2016,15,2,2016,14.8089
595,16/02/2016,16,2,2016,14.8019
596,17/02/2016,17,2,2016,14.921
597,18/02/2016,18,2,2016,15.025
598,19/02/2016,19,2,2016,15.0615
599,20/02/2016,20,2,2016,15.0615
600,21/02/2016,21,2,2016,15.0615
601,22/02/2016,22,2,2016,15.268
602,23/02/2016,23,2,2016,15.325
603,24/02/2016,24,2,2016,15.347
604,25/02/2016,25,2,2016,15.438
605,26/02/2016,26,2,2016,15.463
606,27/02/2016,27,2,2016,15.463
607,28/02/2016,28,2,2016,15.463
608,29/02/2016,29,2,2016,15.8315
609,01/03/2016,1,3,2016,15.79
610,02/03/2016,2,3,2016,15.655
611,03/03/2016,3,3,2016,15.217
612,04/03/2016,4,3,2016,15.1995
613,05/03/2016,5,3,2016,15.1995
614,06/03/2016,6,3,2016,15.1995
615,07/03/2016,7,3,2016,15.397
616,08/03/2016,8,3,2016,15.4485
617,09/03/2016,9,3,2016,15.3645
618,10/03/2016,10,3,2016,15.332
619,11/03/2016,11,3,2016,14.854
620,12/03/2016,12,3,2016,14.854
621,13/03/2016,13,3,2016,14.854
622,14/03/2016,14,3,2016,14.786
623,15/03/2016,15,3,2016,14.5225
624,16/03/2016,16,3,2016,14.605
625,17/03/2016,17,3,2016,14.9195
626,18/03/2016,18,3,2016,14.774
627,19/03/2016,19,3,2016,14.774
628,20/03/2016,20,3,2016,14.774
629,21/03/2016,21,3,2016,14.4705
630,22/03/2016,22,3,2016,14.385
631,23/03/2016,23,3,2016,14.502
632,24/03/2016,24,3,2016,14.5015
633,25/03/2016,25,3,2016,14.495
634,26/03/2016,26,3,2016,14.495
635,27/03/2016,27,3,2016,14.495
636,28/03/2016,28,3,2016,14.816
637,29/03/2016,29,3,2016,14.638
638,30/03/2016,30,3,2016,14.6075
639,31/03/2016,31,3,2016,14.6975
640,01/04/2016,1,4,2016,14.7885
641,02/04/2016,2,4,2016,14.7885
642,03/04/2016,3,4,2016,14.7885
643,04/04/2016,4,4,2016,14.72
644,05/04/2016,5,4,2016,14.685
645,06/04/2016,6,4,2016,14.605
646,07/04/2016,7,4,2016,14.475
647,08/04/2016,8,4,2016,14.465
648,09/04/2016,9,4,2016,14.465
649,10/04/2016,10,4,2016,14.465
650,11/04/2016,11,4,2016,14.5225
651,12/04/2016,12,4,2016,14.5
652,13/04/2016,13,4,2016,14.3905
653,14/04/2016,14,4,2016,14.3245
654,15/04/2016,15,4,2016,14.0375
655,16/04/2016,16,4,2016,14.0375
656,17/04/2016,17,4,2016,14.0375
657,18/04/2016,18,4,2016,14.136
658,19/04/2016,19,4,2016,14.165
659,20/04/2016,20,4,2016,14.3505
660,21/04/2016,21,4,2016,14.2735
661,22/04/2016,22,4,2016,14.318
662,23/04/2016,23,4,2016,14.318
663,24/04/2016,24,4,2016,14.318
664,25/04/2016,25,4,2016,14.315
665,26/04/2016,26,4,2016,14.318
666,27/04/2016,27,4,2016,14.201
667,28/04/2016,28,4,2016,14.325
668,29/04/2016,29,4,2016,14.285
669,30/04/2016,30,4,2016,14.285
670,01/05/2016,1,5,2016,14.285
671,02/05/2016,2,5,2016,14.179
672,03/05/2016,3,5,2016,14.1985
673,04/05/2016,4,5,2016,14.2425
674,05/05/2016,5,5,2016,14.2365
675,06/05/2016,6,5,2016,14.221
676,07/05/2016,7,5,2016,14.221
677,08/05/2016,8,5,2016,14.221
678,09/05/2016,9,5,2016,14.228
679,10/05/2016,10,5,2016,14.226
680,11/05/2016,11,5,2016,14.201
681,12/05/2016,12,5,2016,14.155
682,13/05/2016,13,5,2016,14.1538
683,14/05/2016,14,5,2016,14.1538
684,15/05/2016,15,5,2016,14.1538
685,16/05/2016,16,5,2016,14.166
686,17/05/2016,17,5,2016,14.14
687,18/05/2016,18,5,2016,14.1285
688,19/05/2016,19,5,2016,14.093
689,20/05/2016,20,5,2016,14.078
690,21/05/2016,21,5,2016,14.078
691,22/05/2016,22,5,2016,14.078
692,23/05/2016,23,5,2016,13.9895
693,24/05/2016,24,5,2016,14.0435
694,25/05/2016,25,5,2016,14.0445
695,26/05/2016,26,5,2016,14.005
696,27/05/2016,27,5,2016,13.905
697,28/05/2016,28,5,2016,13.905
698,29/05/2016,29,5,2016,13.905
699,30/05/2016,30,5,2016,13.955
700,31/05/2016,31,5,2016,13.9825
701,01/06/2016,1,6,2016,13.9685
702,02/06/2016,2,6,2016,13.9085
703,03/06/2016,3,6,2016,13.9085
704,04/06/2016,4,6,2016,13.9085
705,05/06/2016,5,6,2016,13.9085
706,06/06/2016,6,6,2016,13.777
707,07/06/2016,7,6,2016,13.825
708,08/06/2016,8,6,2016,13.894
709,09/06/2016,9,6,2016,13.818
710,10/06/2016,10,6,2016,13.805
711,11/06/2016,11,6,2016,13.805
712,12/06/2016,12,6,2016,13.805
713,13/06/2016,13,6,2016,13.7985
714,14/06/2016,14,6,2016,13.735
715,15/06/2016,15,6,2016,13.7385
716,16/06/2016,16,6,2016,13.906
717,17/06/2016,17,6,2016,13.901
718,18/06/2016,18,6,2016,13.901
719,19/06/2016,19,6,2016,13.901
720,20/06/2016,20,6,2016,13.895
721,21/06/2016,21,6,2016,13.9545
722,22/06/2016,22,6,2016,14.066
723,23/06/2016,23,6,2016,14.385
724,24/06/2016,24,6,2016,14.9225
725,25/06/2016,25,6,2016,14.9225
726,26/06/2016,26,6,2016,14.9225
727,27/06/2016,27,6,2016,15.289
728,28/06/2016,28,6,2016,14.908
729,29/06/2016,29,6,2016,14.9615
730,30/06/2016,30,6,2016,15.0385
731,01/07/2016,1,7,2016,15.06
732,02/07/2016,2,7,2016,15.06
733,03/07/2016,3,7,2016,15.06
734,04/07/2016,4,7,2016,15.015
735,05/07/2016,5,7,2016,14.875
736,06/07/2016,6,7,2016,14.698
737,07/07/2016,7,7,2016,14.7045
738,08/07/2016,8,7,2016,14.705
739,09/07/2016,9,7,2016,14.705
740,10/07/2016,10,7,2016,14.705
741,11/07/2016,11,7,2016,14.71
742,12/07/2016,12,7,2016,14.567
743,13/07/2016,13,7,2016,14.568
744,14/07/2016,14,7,2016,14.7245
745,15/07/2016,15,7,2016,14.932
746,16/07/2016,16,7,2016,14.932
747,17/07/2016,17,7,2016,14.932
748,18/07/2016,18,7,2016,15.1485
749,19/07/2016,19,7,2016,15.0
750,20/07/2016,20,7,2016,15.066
751,21/07/2016,21,7,2016,15.0005
752,22/07/2016,22,7,2016,14.9035
753,23/07/2016,23,7,2016,14.9035
754,24/07/2016,24,7,2016,14.9035
755,25/07/2016,25,7,2016,14.948
756,26/07/2016,26,7,2016,14.948
757,27/07/2016,27,7,2016,14.995
758,28/07/2016,28,7,2016,15.0335
759,29/07/2016,29,7,2016,15.001
760,30/07/2016,30,7,2016,15.001
761,31/07/2016,31,7,2016,15.001
762,01/08/2016,1,8,2016,14.96
763,02/08/2016,2,8,2016,14.853
764,03/08/2016,3,8,2016,14.935
765,04/08/2016,4,8,2016,14.845
766,05/08/2016,5,8,2016,14.8
767,06/08/2016,6,8,2016,14.8
768,07/08/2016,7,8,2016,14.8
769,08/08/2016,8,8,2016,14.655
770,09/08/2016,9,8,2016,14.778
771,10/08/2016,10,8,2016,14.6665
772,11/08/2016,11,8,2016,14.67
773,12/08/2016,12,8,2016,14.6675
774,13/08/2016,13,8,2016,14.6675
775,14/08/2016,14,8,2016,14.6675
776,15/08/2016,15,8,2016,14.669
777,16/08/2016,16,8,2016,14.6735
778,17/08/2016,17,8,2016,14.778
779,18/08/2016,18,8,2016,14.9195
780,19/08/2016,19,8,2016,14.92
781,20/08/2016,20,8,2016,14.92
782,21/08/2016,21,8,2016,14.92
783,22/08/2016,22,8,2016,14.8315
784,23/08/2016,23,8,2016,14.8325
785,24/08/2016,24,8,2016,14.853
786,25/08/2016,25,8,2016,14.853
787,26/08/2016,26,8,2016,14.9945
788,27/08/2016,27,8,2016,14.9945
789,28/08/2016,28,8,2016,14.9945
790,29/08/2016,29,8,2016,15.0975
791,30/08/2016,30,8,2016,15.016
792,31/08/2016,31,8,2016,14.9262
793,01/09/2016,1,9,2016,14.919
794,02/09/2016,2,9,2016,14.9825
795,03/09/2016,3,9,2016,14.9825
796,04/09/2016,4,9,2016,14.9825
797,05/09/2016,5,9,2016,14.995
798,06/09/2016,6,9,2016,15.0165
799,07/09/2016,7,9,2016,15.044
800,08/09/2016,8,9,2016,15.0625
801,09/09/2016,9,9,2016,14.975
802,10/09/2016,10,9,2016,14.975
803,11/09/2016,11,9,2016,14.975
804,12/09/2016,12,9,2016,14.9285
805,13/09/2016,13,9,2016,14.9895
806,14/09/2016,14,9,2016,15.024
807,15/09/2016,15,9,2016,15.0605
808,16/09/2016,16,9,2016,15.1275
809,17/09/2016,17,9,2016,15.1275
810,18/09/2016,18,9,2016,15.1275
811,19/09/2016,19,9,2016,15.1475
812,20/09/2016,20,9,2016,15.1365
813,21/09/2016,21,9,2016,15.1445
814,22/09/2016,22,9,2016,15.1595
815,23/09/2016,23,9,2016,15.1475
816,24/09/2016,24,9,2016,15.1475
817,25/09/2016,25,9,2016,15.1475
818,26/09/2016,26,9,2016,15.2285
819,27/09/2016,27,9,2016,15.278
820,28/09/2016,28,9,2016,15.355
821,29/09/2016,29,9,2016,15.3625
822,30/09/2016,30,9,2016,15.3595
823,01/10/2016,1,10,2016,15.3595
824,02/10/2016,2,10,2016,15.3595
825,03/10/2016,3,10,2016,15.195
826,04/10/2016,4,10,2016,15.1615
827,05/10/2016,5,10,2016,15.1875
828,06/10/2016,6,10,2016,15.2115
829,07/10/2016,7,10,2016,15.19
830,08/10/2016,8,10,2016,15.19
831,09/10/2016,9,10,2016,15.19
832,10/10/2016,10,10,2016,15.19
833,11/10/2016,11,10,2016,15.1845
834,12/10/2016,12,10,2016,15.0685
835,13/10/2016,13,10,2016,15.126
836,14/10/2016,14,10,2016,15.1685
837,15/10/2016,15,10,2016,15.1685
838,16/10/2016,16,10,2016,15.1685
839,17/10/2016,17,10,2016,15.1988
840,18/10/2016,18,10,2016,15.1985
841,19/10/2016,19,10,2016,15.175
842,20/10/2016,20,10,2016,15.1835
843,21/10/2016,21,10,2016,15.1705
844,22/10/2016,22,10,2016,15.1705
845,23/10/2016,23,10,2016,15.1705
846,24/10/2016,24,10,2016,15.164
847,25/10/2016,25,10,2016,15.2255
848,26/10/2016,26,10,2016,15.2005
849,27/10/2016,27,10,2016,15.1725
850,28/10/2016,28,10,2016,15.1835
851,29/10/2016,29,10,2016,15.1835
852,30/10/2016,30,10,2016,15.1835
853,31/10/2016,31,10,2016,15.165
854,01/11/2016,1,11,2016,15.072
855,02/11/2016,2,11,2016,15.1135
856,03/11/2016,3,11,2016,15.072
857,04/11/2016,4,11,2016,15.0885
858,05/11/2016,5,11,2016,15.0885
859,06/11/2016,6,11,2016,15.0885
860,07/11/2016,7,11,2016,15.082
861,08/11/2016,8,11,2016,14.946
862,09/11/2016,9,11,2016,14.9385
863,10/11/2016,10,11,2016,15.0385
864,11/11/2016,11,11,2016,15.3
865,12/11/2016,12,11,2016,15.3
866,13/11/2016,13,11,2016,15.3
867,14/11/2016,14,11,2016,15.592
868,15/11/2016,15,11,2016,15.485
869,16/11/2016,16,11,2016,15.4975
870,17/11/2016,17,11,2016,15.5015
871,18/11/2016,18,11,2016,15.492
872,19/11/2016,19,11,2016,15.492
873,20/11/2016,20,11,2016,15.492
874,21/11/2016,21,11,2016,15.385
875,22/11/2016,22,11,2016,15.434
876,23/11/2016,23,11,2016,15.5463
877,24/11/2016,24,11,2016,15.5275
878,25/11/2016,25,11,2016,15.545
879,26/11/2016,26,11,2016,15.545
880,27/11/2016,27,11,2016,15.545
881,28/11/2016,28,11,2016,15.495
882,29/11/2016,29,11,2016,15.6895
883,30/11/2016,30,11,2016,15.8665
884,01/12/2016,1,12,2016,15.805
885,02/12/2016,2,12,2016,15.935
886,03/12/2016,3,12,2016,15.935
887,04/12/2016,4,12,2016,15.935
888,05/12/2016,5,12,2016,15.868
889,06/12/2016,6,12,2016,15.915
890,07/12/2016,7,12,2016,15.9975
891,08/12/2016,8,12,2016,15.995
892,09/12/2016,9,12,2016,15.985
893,10/12/2016,10,12,2016,15.985
894,11/12/2016,11,12,2016,15.985
895,12/12/2016,12,12,2016,16.025
896,13/12/2016,13,12,2016,15.9663
897,14/12/2016,14,12,2016,15.967
898,15/12/2016,15,12,2016,15.9575
899,16/12/2016,16,12,2016,15.868
900,17/12/2016,17,12,2016,15.868
901,18/12/2016,18,12,2016,15.868
902,19/12/2016,19,12,2016,15.868
903,20/12/2016,20,12,2016,15.868
904,21/12/2016,21,12,2016,15.785
905,22/12/2016,22,12,2016,15.72
906,23/12/2016,23,12,2016,15.485
907,24/12/2016,24,12,2016,15.485
908,25/12/2016,25,12,2016,15.485
909,26/12/2016,26,12,2016,15.5575
910,27/12/2016,27,12,2016,15.545
911,28/12/2016,28,12,2016,15.71
912,29/12/2016,29,12,2016,15.915
913,30/12/2016,30,12,2016,15.868
914,31/12/2016,31,12,2016,15.868
915,01/01/2017,1,1,2017,15.868
916,02/01/2017,2,1,2017,15.94
917,03/01/2017,3,1,2017,15.94
918,04/01/2017,4,1,2017,16.0765
919,05/01/2017,5,1,2017,15.9585
920,06/01/2017,6,1,2017,15.81
921,07/01/2017,7,1,2017,15.81
922,08/01/2017,8,1,2017,15.81
923,09/01/2017,9,1,2017,15.884
924,10/01/2017,10,1,2017,15.846
925,11/01/2017,11,1,2017,15.845
926,12/01/2017,12,1,2017,15.813
927,13/01/2017,13,1,2017,15.845
928,14/01/2017,14,1,2017,15.845
929,15/01/2017,15,1,2017,15.845
930,16/01/2017,16,1,2017,15.875
931,17/01/2017,17,1,2017,15.905
932,18/01/2017,18,1,2017,15.972
933,19/01/2017,19,1,2017,15.9005
934,20/01/2017,20,1,2017,15.905
935,21/01/2017,21,1,2017,15.905
936,22/01/2017,22,1,2017,15.905
937,23/01/2017,23,1,2017,15.9365
938,24/01/2017,24,1,2017,15.9285
939,25/01/2017,25,1,2017,15.9525
940,26/01/2017,26,1,2017,15.9465
941,27/01/2017,27,1,2017,15.885
942,28/01/2017,28,1,2017,15.885
943,29/01/2017,29,1,2017,15.885
944,30/01/2017,30,1,2017,15.8905
945,31/01/2017,31,1,2017,15.8985
946,01/02/2017,1,2,2017,15.795
947,02/02/2017,2,2,2017,15.675
948,03/02/2017,3,2,2017,15.615
949,04/02/2017,4,2,2017,15.615
950,05/02/2017,5,2,2017,15.615
951,06/02/2017,6,2,2017,15.7675
952,07/02/2017,7,2,2017,15.6755
953,08/02/2017,8,2,2017,15.67
954,09/02/2017,9,2,2017,15.65
955,10/02/2017,10,2,2017,15.5255
956,11/02/2017,11,2,2017,15.5255
957,12/02/2017,12,2,2017,15.5255
958,13/02/2017,13,2,2017,15.4825
959,14/02/2017,14,2,2017,15.4775
960,15/02/2017,15,2,2017,15.367
961,16/02/2017,16,2,2017,15.4225
962,17/02/2017,17,2,2017,15.655
963,18/02/2017,18,2,2017,15.655
964,19/02/2017,19,2,2017,15.655
965,20/02/2017,20,2,2017,15.69
966,21/02/2017,21,2,2017,15.595
967,22/02/2017,22,2,2017,15.581
968,23/02/2017,23,2,2017,15.505
969,24/02/2017,24,2,2017,15.475
970,25/02/2017,25,2,2017,15.475
971,26/02/2017,26,2,2017,15.475
972,27/02/2017,27,2,2017,15.475
973,28/02/2017,28,2,2017,15.475
974,01/03/2017,1,3,2017,15.45
975,02/03/2017,2,3,2017,15.405
976,03/03/2017,3,3,2017,15.435
977,04/03/2017,4,3,2017,15.435
978,05/03/2017,5,3,2017,15.435
979,06/03/2017,6,3,2017,15.4705
980,07/03/2017,7,3,2017,15.567
981,08/03/2017,8,3,2017,15.639
982,09/03/2017,9,3,2017,15.536
983,10/03/2017,10,3,2017,15.4695
984,11/03/2017,11,3,2017,15.4695
985,12/03/2017,12,3,2017,15.4695
986,13/03/2017,13,3,2017,15.5315
987,14/03/2017,14,3,2017,15.5375
988,15/03/2017,15,3,2017,15.564
989,16/03/2017,16,3,2017,15.55
990,17/03/2017,17,3,2017,15.5575
991,18/03/2017,18,3,2017,15.5575
992,19/03/2017,19,3,2017,15.5575
993,20/03/2017,20,3,2017,15.629
994,21/03/2017,21,3,2017,15.5975
995,22/03/2017,22,3,2017,15.625
996,23/03/2017,23,3,2017,15.6065
997,24/03/2017,24,3,2017,15.6
998,25/03/2017,25,3,2017,15.6
999,26/03/2017,26,3,2017,15.6
1000,27/03/2017,27,3,2017,15.5995
1001,28/03/2017,28,3,2017,15.5855
1002,29/03/2017,29,3,2017,15.429
1003,30/03/2017,30,3,2017,15.4215
1004,31/03/2017,31,3,2017,15.3805
1005,01/04/2017,1,4,2017,15.3805
1006,02/04/2017,2,4,2017,15.3805
1007,03/04/2017,3,4,2017,15.389
1008,04/04/2017,4,4,2017,15.3755
1009,05/04/2017,5,4,2017,15.395
1010,06/04/2017,6,4,2017,15.4095
1011,07/04/2017,7,4,2017,15.3435
1012,08/04/2017,8,4,2017,15.3435
1013,09/04/2017,9,4,2017,15.3435
1014,10/04/2017,10,4,2017,15.21
1015,11/04/2017,11,4,2017,15.2525
1016,12/04/2017,12,4,2017,15.193
1017,13/04/2017,13,4,2017,15.1605
1018,14/04/2017,14,4,2017,15.145
1019,15/04/2017,15,4,2017,15.145
1020,16/04/2017,16,4,2017,15.145
1021,17/04/2017,17,4,2017,15.1965
1022,18/04/2017,18,4,2017,15.284
1023,19/04/2017,19,4,2017,15.39
1024,20/04/2017,20,4,2017,15.3895
1025,21/04/2017,21,4,2017,15.475
1026,22/04/2017,22,4,2017,15.475
1027,23/04/2017,23,4,2017,15.475
1028,24/04/2017,24,4,2017,15.3905
1029,25/04/2017,25,4,2017,15.4175
1030,26/04/2017,26,4,2017,15.4825
1031,27/04/2017,27,4,2017,15.405
1032,28/04/2017,28,4,2017,15.3885
1033,29/04/2017,29,4,2017,15.3885
1034,30/04/2017,30,4,2017,15.3885
1035,01/05/2017,1,5,2017,15.385
1036,02/05/2017,2,5,2017,15.285
1037,03/05/2017,3,5,2017,15.2795
1038,04/05/2017,4,5,2017,15.345
1039,05/05/2017,5,5,2017,15.355
1040,06/05/2017,6,5,2017,15.355
1041,07/05/2017,7,5,2017,15.355
1042,08/05/2017,8,5,2017,15.4745
1043,09/05/2017,9,5,2017,15.5155
1044,10/05/2017,10,5,2017,15.51
1045,11/05/2017,11,5,2017,15.445
